rank,name,slug,active_installs,rating_pct,rating_5star,num_ratings,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
285,PostFinance Checkout,woo-postfinance-checkout,1000,36,1.8,38,Editor-agnostic,2025-09-18 7:32am GMT,6.0,6.7.5,https://wordpress.org/plugins/woo-postfinance-checkout,,,https://wordpress.org/plugins/woo-postfinance-checkout/,0,0,,,,,"PSP, PostFinance Checkout, e-commerce, invoice, payment"
286,Awin – Advertiser Tracking for WooCommerce,awin-advertiser-tracking,1000,60,3.0,3,Editor-agnostic,2026-03-03 4:11pm GMT,3.5,6.8.5,https://wordpress.org/plugins/awin-advertiser-tracking,,,https://wordpress.org/plugins/awin-advertiser-tracking/,1,1,4.3,Medium,2025-05-07,CWE-352,"advertiser, affiliate, affiliate window, awin, zanox"
287,WP Hotel Booking WooCommerce,wp-hotel-booking-woocommerce,1000,60,3.0,1,Editor-agnostic,2026-02-11 11:17am GMT,6.0,6.9.4,http://thimpress.com/,,,https://wordpress.org/plugins/wp-hotel-booking-woocommerce/,0,0,,,,,"Hotel, Hotel Booking, booking, reservation, woocommerce"
288,Catalog Booster & Product Catalog Mode for WooCommerce,catalog-booster-for-woocommerce,1000,50,2.5,4,Editor-agnostic,2025-12-03 10:17am GMT,3.5,6.9.4,https://implecode.com,,,https://wordpress.org/plugins/catalog-booster-for-woocommerce/,0,0,,,,,"commerce, e-commerce, ecommerce, product catalog, woocommerce"
289,Widget Contact Form 7,widget-contact-form-7,1000,54,2.7,3,Editor-agnostic,2017-11-28 4:11pm GMT,3.3,3.7.41,http://wordpress.org/plugins/widget-contact-form-7,,,https://wordpress.org/plugins/widget-contact-form-7/,0,0,,,,,"contact form, contact form 7, forms"
290,Call to Action Block by WPPOOL,call-to-action-block-wppool,1000,20,1.0,1,Blocks+Classic,2025-12-09 9:08am GMT,5.0,6.9.4,https://block-cta.wppool.dev/,,,https://wordpress.org/plugins/call-to-action-block-wppool/,0,0,,,,,"block, button, call to action, cta, gutenberg"
291,Bullhorn Career Portal WordPress Plugin,bullhorn-oscp,1000,40,2.0,1,Editor-agnostic,2023-05-17 6:31pm GMT,4.6,5.9.13,https://github.com/bullhorn/career-portal,https://github.com/bullhorn/career-portal,official,https://wordpress.org/plugins/bullhorn-oscp/,0,0,,,,,"Bullhorn, OSCP, career portal"
292,GlobalPayments Gateway Provider for WooCommerce,global-payments-woocommerce,1000,60,3.0,2,Editor-agnostic,2026-03-19 12:20pm GMT,6.0,6.8.5,https://github.com/globalpayments/globalpayments-woocommerce,https://github.com/globalpayments/globalpayments-woocommerce,official,https://wordpress.org/plugins/global-payments-woocommerce/,1,0,7.1,High,2025-03-28,CWE-79,"commerce, payments, woo, woocommerce"
293,Events Manager and WPML Compatibility,events-manager-wpml,1000,56,2.8,13,Editor-agnostic,2025-04-23 10:15am GMT,3.3,6.8.5,https://wp-events-plugin.com,,,https://wordpress.org/plugins/events-manager-wpml/,0,0,,,,,"events, languages, multilingual, translation, wpml"
294,Clio Grow Form,clio-grow-form,1000,46,2.3,3,Editor-agnostic,2025-11-17 5:45pm GMT,4.0,6.8.5,,,,https://wordpress.org/plugins/clio-grow-form/,3,0,7.1,High,2024-10-17,CWE-79,"Clio, Clio Grow, contact form, law firm, lawyer"
295,LLMs.txt Generator,llms-txt-generator,1000,54,2.7,3,Editor-agnostic,2025-02-14 6:29pm GMT,5.0,6.7.5,https://aeomatic.pingback.com,,,https://wordpress.org/plugins/llms-txt-generator/,0,0,,,,,"AI, ChatGPT, artificial intelligence, content optimization, seo"
296,"ContentRemover – remover titles, dates, author",contentremover-romever-titles-dates-author,1000,60,3.0,2,Editor-agnostic,2025-01-21 8:42am GMT,5.0,6.7.5,,,,https://wordpress.org/plugins/contentremover-romever-titles-dates-author/,0,0,,,,,"author remover, hide author, hide date, hide page title, title remover"
297,Sovrn,viglink,1000,60,3.0,8,Editor-agnostic,2025-10-28 6:10pm GMT,2.7,6.8.5,,,,https://wordpress.org/plugins/viglink/,0,0,,,,,"affiliate, affiliate marketing, ecommerce, link tracking, monetization"
298,Custom Post Type Rewrite,custom-post-type-rewrite,1000,60,3.0,2,Editor-agnostic,2024-08-22 6:53am GMT,4.9,6.6.5,https://github.com/thingsym/custom-post-type-rewrite,https://github.com/thingsym/custom-post-type-rewrite,official,https://wordpress.org/plugins/custom-post-type-rewrite/,0,0,,,,,"custom post type, permalink, permalink structure, permalinks"
299,AweBooking – Hotel Booking System,awebooking,1000,60,3.0,22,Editor-agnostic,2019-10-07 8:24am GMT,4.6,5.2.24,https://awethemes.com/plugins/awebooking,,,https://wordpress.org/plugins/awebooking/,1,1,6.5,Medium,2026-01-05,CWE-201,"Hotel, Hotel Booking, booking, reservation, reservations"
300,Mailster reCaptcha,mailster-recaptcha,1000,40,2.0,4,Editor-agnostic,2024-05-27 1:33pm GMT,6.0,6.5.8,https://mailster.co/?utm_campaign=wporg&utm_source=wordpress.org&utm_medium=plugin&utm_term=reCaptcha,,,https://wordpress.org/plugins/mailster-recaptcha/,0,0,,,,,"captcha, form, mailster, recaptcha, secure"
301,Subscribers – Free Web Push Notifications,subscribers-com,1000,52,2.6,7,Editor-agnostic,2025-10-14 11:27am GMT,5.2,6.8.5,https://subscribers.com/,,,https://wordpress.org/plugins/subscribers-com/,1,0,5.9,Medium,2023-05-15,CWE-79,"Notifications, push notifications, subscribe, subscribers, web push"
302,pCloud WP Backup,pcloud-wp-backup,1000,52,2.6,17,Editor-agnostic,2024-10-12 10:14am GMT,5.0,6.6.5,https://www.pcloud.com,,,https://wordpress.org/plugins/pcloud-wp-backup/,0,0,,,,,"backup, pCloud"
303,GoPay for WooCommerce,gopay-gateway,1000,52,2.6,10,Editor-agnostic,2026-02-11 10:22am GMT,5.8,6.9.4,https://github.com/argo22packages/gopay-woocommerce-integration,https://github.com/argo22packages/gopay-woocommerce-integration,official,https://wordpress.org/plugins/gopay-gateway/,0,0,,,,,"gopay, woocommerce"
304,"PDF Flipbook, WPBakery Addon – Unreal FlipBook",unreal-flipbook-addon-for-visual-composer,1000,60,3.0,2,Editor-agnostic,2026-03-11 2:41am GMT,4.3,6.9.4,http://3dflipbook.net/,,,https://wordpress.org/plugins/unreal-flipbook-addon-for-visual-composer/,1,0,,,2022-02-13,,"flip book, flipbook, pdf flipbook, pdf viewer, wpbakery extension"
305,Extended Title Remover,extended-title-remover,1000,38,1.9,9,Editor-agnostic,2022-12-13 4:09pm GMT,2.5,6.1.10,http://wpgurus.net/extended-title-remover/,,,https://wordpress.org/plugins/extended-title-remover/,0,0,,,,,"hide title, page title, post title, remove title, title"
306,MSN Partner Hub,microsoft-start,1000,40,2.0,2,Editor-agnostic,2026-02-04 5:38am GMT,5.4,6.9.4,https://www.msn.com/,,,https://wordpress.org/plugins/microsoft-start/,1,1,,,2025-10-27,,"MSN Partner Hub, microsoft, msn"
307,Slider Templates,slider-templates,1000,20,1.0,3,Editor-agnostic,2023-01-14 5:15pm GMT,5.0,5.4.19,http://wordpress.org/plugins/slider-templates,,,https://wordpress.org/plugins/slider-templates/,2,2,,,2026-01-22,,"responsive, slider, templates"
308,Bulk Edit YOAST SEO fields in Spreadsheet,wp-sheet-editor-yoast-seo,1000,52,2.6,5,Editor-agnostic,2024-02-24 2:56am GMT,3.6,6.4.8,http://wpsheeteditor.com/?utm_source=wp-admin&utm_medium=plugins-list&utm_campaign=yoast,,,https://wordpress.org/plugins/wp-sheet-editor-yoast-seo/,0,0,,,,,"admin, bulk edit, pages, posts management, quick edit"
309,Storefront Homepage Contact Section,storefront-homepage-contact-section,1000,32,1.6,7,Editor-agnostic,2020-08-27 3:28pm GMT,4.0,4.9.29,http://woothemes.com/products/storefront-homepage-contact-section/,,,https://wordpress.org/plugins/storefront-homepage-contact-section/,0,0,,,,,"contact, ecommerce, form, storefront, woocommerce"
310,Easy Post Types and Fields,easy-post-types-fields,1000,54,2.7,3,Editor-agnostic,2025-12-04 11:12am GMT,6.1,6.9.4,https://wordpress.org/plugins/easy-post-types-fields/,,,https://wordpress.org/plugins/easy-post-types-fields/,0,0,,,,,"custom data, custom field, custom post type, custom taxonomy, meta fields"
311,Absolute Relative URLs,absolute-relative-urls,1000,60,3.0,6,Editor-agnostic,2021-04-02 8:30am GMT,4.4.0,5.7.15,https://www.oxfordframework.com/absolute-relative-urls,https://github.com/intuitart/Absolute-Relative-URLs,official,https://wordpress.org/plugins/absolute-relative-urls/,0,0,,,,,"absolute, portable, relative, seo, url"
312,SEUR Oficial,seur,1000,20,1.0,2,Editor-agnostic,2026-02-25 10:27am GMT,4.0,6.9.4,http://www.seur.com/,,,https://wordpress.org/plugins/seur/,5,0,9.4,Critical,2025-05-23,CWE-552; CWE-79; CWE-80; CWE-89; CWE-98,"enviar paquete, logistica, seur, shipping, woocommerce"
313,Extend Link,extend-link,1000,60,3.0,2,Editor-agnostic,2026-02-02 8:38am GMT,5.8,6.9.4,https://wp-time.com/how-to-add-link-attributes-in-wordpress/,,,https://wordpress.org/plugins/extend-link/,1,1,,,2026-02-19,,"class, editor, link, nofollow, seo"
314,Skyboot Portfolio Gallery for Elementor,skyboot-portfolio-gallery,1000,60,3.0,2,Editor-agnostic,2025-10-02 8:13am GMT,5.0,6.8.5,https://skybootstrap.com/plugins/portfolio-gallery/,,,https://wordpress.org/plugins/skyboot-portfolio-gallery/,1,1,6.5,Medium,2024-12-01,CWE-79,"elementor widget, gallery, image gallery, photo gallery, wordpress gallery plugin"
315,"Instant Image Generator (AI Image by Gemini, Dall-E and One Click Image from Unsplash, Openverse, Pixabay, Pexels, Giphy)",ai-image,1000,46,2.3,3,Editor-agnostic,2026-03-17 5:59am GMT,5.0,6.9.4,https://wordpress.org/plugins/ai-image/,,,https://wordpress.org/plugins/ai-image/,1,0,10.0,Critical,2024-11-14,CWE-434,"ai image generator, pexels, pixabay, stock photos, unsplash"
316,HT Builder – WordPress Theme Builder for Elementor,ht-builder,1000,50,2.5,2,Editor-agnostic,2025-12-10 9:40am GMT,5.0,6.8.5,https://hasthemes.com/plugins/,,,https://wordpress.org/plugins/ht-builder/,3,0,6.5,Medium,2024-11-04,CWE-79,"Blog Builder, builder, elementor, page builder, widget"
317,Starter Sites,starter-sites,1000,60,3.0,2,Blocks+Classic,2026-02-19 2:16pm GMT,6.6,6.9.4,https://wpstartersites.com/plugin/,,,https://wordpress.org/plugins/starter-sites/,0,0,,,,,"content, demo, import, starter site, website"
318,Custom CSS,custom-css-editor,1000,50,2.5,17,Editor-agnostic,2017-11-28 3:06pm GMT,4.0.0,4.6.30,http://freshface.net,,,https://wordpress.org/plugins/custom-css-editor/,1,1,,,,,"custom code, custom css, custom js"
319,DPO Pay for WooCommerce,dpo-group-for-woocommerce,1000,20,1.0,1,Editor-agnostic,2025-10-17 9:31am GMT,6.2,6.8.5,https://github.com/DPO-Group/DPO_WooCommerce,https://github.com/DPO-Group/DPO_WooCommerce,official,https://wordpress.org/plugins/dpo-group-for-woocommerce/,0,0,,,,,"dpo, dpo group, dpo pay, e-commerce, woocommerce"
320,HEIC to JPEG,heic-to-jpeg,1000,60,3.0,2,Editor-agnostic,2023-04-05 7:33pm GMT,6.0,6.2.9,,,,https://wordpress.org/plugins/heic-to-jpeg/,0,0,,,,,"heic, image, jpeg, media"
321,Posti Shipping,posti-shipping,1000,60,3.0,4,Editor-agnostic,2026-03-11 2:45pm GMT,5.0,6.8.5,https://github.com/PostiDigital/woocommerce-shipping-plugin,https://github.com/PostiDigital/woocommerce-shipping-plugin,official,https://wordpress.org/plugins/posti-shipping/,3,0,6.5,Medium,2024-12-16,CWE-209; CWE-352,"posti, shipping, smartship, toimitustavat, woocommerce"
322,Header Footer Custom Html,header-footer-custom-html,1000,60,3.0,2,Editor-agnostic,2025-05-12 1:08pm GMT,4.8,6.8.5,https://wordpress.org/plugins/header-footer-custom-html,,,https://wordpress.org/plugins/header-footer-custom-html/,0,0,,,,,"header footer, header footer CSS, header footer custom html, header footer html, header script"
323,Simple Block Gallery,simple-block-gallery,1000,60,3.0,1,Blocks+Classic,2025-11-25 10:06pm GMT,6.6,6.9.4,https://wordpress.org/plugins/simple-block-gallery/,,,https://wordpress.org/plugins/simple-block-gallery/,0,0,,,,,"block, gallery, images, masonry, slider"
324,3B Meteo,3b-meteo,1000,60,3.0,2,Editor-agnostic,2024-01-13 2:58pm GMT,5.6,6.4.8,https://andreapernici.com/wordpress/3bmeteo/,,,https://wordpress.org/plugins/3b-meteo/,0,0,,,,,"meteo, meteo italia, meteo sul sito, previsioni del tempo, previsioni meteo"
325,Chartbeat,chartbeat,1000,50,2.5,2,Editor-agnostic,2020-07-01 9:11pm GMT,2.8,4.7.33,http://chartbeat.com/wordpress/,,,https://wordpress.org/plugins/chartbeat/,1,1,6.4,Medium,2025-08-28,CWE-918,"amp, analytics, chartbeat, instant articles"
326,Nearby Now Reviews and Audio Testimonials,nearby-now,1000,52,2.6,5,Editor-agnostic,2025-10-15 1:52pm GMT,2.0.2,6.8.5,http://servicepros.nearbynow.co/plugins/wordpress-plugins/,,,https://wordpress.org/plugins/nearby-now/,0,0,,,,,"check-ins, googlereviews, location, reviews, servicepro"
327,Gallery for Google Photos – Import and Showcase Photo Albums,embed-google-photos,1000,60,3.0,5,Blocks+Classic,2026-02-26 9:14am GMT,6.5,6.9.4,,,,https://wordpress.org/plugins/embed-google-photos/,0,0,,,,,"Google Photos, Gutenberg block, block, gallery, photos"
328,GamiPress – Button,gamipress-button,1000,60,3.0,2,Editor-agnostic,2025-12-01 3:58pm GMT,4.4,6.9.4,https://wordpress.org/plugins/gamipress-button/,,,https://wordpress.org/plugins/gamipress-button/,3,0,6.4,Medium,2024-03-20,CWE-79,"button, click, gamification, gamify, gamipress"
329,Yampi Checkout,yampi-checkout,1000,50,2.5,4,Editor-agnostic,2024-06-10 8:12pm GMT,3.8.0,6.5.8,https://www.yampi.com.br/checkout,,,https://wordpress.org/plugins/yampi-checkout/,1,0,,,2022-06-13,,"checkout, checkout transparente, dropshipping checkout, onepage checkout, yampi"
330,Shoutcast Icecast HTML5 Radio Player,shoutcast-icecast-html5-radio-player,1000,56,2.8,16,Editor-agnostic,2025-11-19 3:03pm GMT,3.0.1,6.8.5,https://www.svnlabs.com/store/product/html5-radio-stream-player/,,,https://wordpress.org/plugins/shoutcast-icecast-html5-radio-player/,1,1,6.4,Medium,2024-10-25,CWE-79,"HTML5 audio, Podcast Player, icecast, radio player, shoutcast"
331,Simple Membership MailChimp Integration,simple-membership-mailchimp-integration,1000,60,3.0,2,Editor-agnostic,2025-10-09 3:32am GMT,5.5,6.8.5,https://simple-membership-plugin.com/,,,https://wordpress.org/plugins/simple-membership-mailchimp-integration/,0,0,,,,,"Autoresponder, Optin, email, mailchimp, signup"
332,PilotPress,pilotpress,1000,44,2.2,5,Editor-agnostic,2025-09-24 7:48pm GMT,3.6,6.8.5,https://ontraport.com/,,,https://wordpress.org/plugins/pilotpress/,2,1,5.3,Medium,2024-06-10,CWE-862,"Moonray, OfficeAutopilot, Ontraport, Sendpepper"
333,SALESmanago & Leadoo,salesmanago,1000,60,3.0,2,Editor-agnostic,2026-03-27 12:21pm GMT,5.6,6.9.4,https://www.salesmanago.com/?utm_source=integration&utm_medium=WORDPRESS&utm_content=marketplace,,,https://wordpress.org/plugins/salesmanago/,4,2,5.3,Medium,2025-12-24,CWE-305; CWE-352; CWE-862,"Email Marketing, crm, live chat, marketing automation, social media"
334,Subresource Integrity (SRI) Manager,wp-sri,1000,58,2.9,11,Editor-agnostic,2020-12-03 6:33pm GMT,4.1,5.6.17,https://maymay.net/blog/projects/wp-sri/,https://github.com/fabacab/wp-sri,official,https://wordpress.org/plugins/wp-sri/,1,1,,,2025-09-22,,"SRI, mitigation, mitm, security, subresource integrity"
335,Gravity Fieldset for Gravity Forms,gravity-fieldset-for-gravity-forms,1000,60,3.0,2,Editor-agnostic,2016-12-08 11:10am GMT,4.2,4.7.33,,,,https://wordpress.org/plugins/gravity-fieldset-for-gravity-forms/,0,0,,,,,"fieldset, forms, gravity forms, gravity forms styling, wrapper"
336,Pixelavo – Server Side Tracking & Pixel + AI Ads Tools,pixelavo,1000,60,3.0,2,Editor-agnostic,2026-03-03 7:53am GMT,5.0,6.9.4,https://pixelavo.com/,,,https://wordpress.org/plugins/pixelavo/,0,0,,,,,"Facebook Pixel, Meta Pixel, Server Side Tracking, conversion tracking, woocommerce"
337,Shippit for WooCommerce,shippit-simplified-australia-shipping,1000,50,2.5,4,Editor-agnostic,2025-10-01 3:32am GMT,4.0.0,6.8.5,,,,https://wordpress.org/plugins/shippit-simplified-australia-shipping/,0,0,,,,,"Couriers Please, aramex, australia post, shipping"
338,Hide Title,post-or-page-hide-title,1000,60,3.0,2,Editor-agnostic,2017-05-27 12:44pm GMT,4.6,4.7.33,,,,https://wordpress.org/plugins/post-or-page-hide-title/,0,0,,,,,"Frontend, adminbar, title"
339,Issuu PDF Sync,issuu-pdf-sync,1000,46,2.3,9,Editor-agnostic,2018-04-09 5:27pm GMT,3.5,4.9.29,https://twitter.com/benjaminniess,,,https://wordpress.org/plugins/issuu-pdf-sync/,0,0,,,,,"flipbook, issuu, pdf, synchronisation, upload"
340,Post Featured Video,post-featured-video,1000,60,3.0,6,Editor-agnostic,2025-04-29 7:27am GMT,4.0,6.8.5,https://wordpress.org/plugins/post-featured-video,,,https://wordpress.org/plugins/post-featured-video/,1,1,,,2025-09-26,,"Post Featured video, post thumbnail, video lightbox, video popup"
341,Repeater Fields for Gravity Forms,repeater-for-gravity-forms,1000,46,2.3,3,Editor-agnostic,2025-12-04 8:15am GMT,2.0,6.9.4,https://add-ons.org/plugin/gravity-forms-repeater-fields/,,,https://wordpress.org/plugins/repeater-for-gravity-forms/,0,0,,,,,"Gravity Forms fields, Repeater form, gravity forms, repeater, repeater field"
342,Simple HTTPS Redirect,simple-https-redirect,900,60,3.0,2,Editor-agnostic,2024-11-18 2:18pm GMT,4.0,6.8.5,https://lightplugins.com/plugins/simple-https-redirect/,,,https://wordpress.org/plugins/simple-https-redirect/,0,0,,,,,"force, https, redirect, ssl"
343,BinancePay Checkout for WooCommerce,binance-pay,900,32,1.6,7,Editor-agnostic,2024-07-22 2:55am GMT,5.0,6.2.9,,,,https://wordpress.org/plugins/binance-pay/,0,0,,,,,"BinancePay, bitcoin, crypto, cryptocurrency, payments"
344,GetAutoSEO AI Tool,getautoseo-ai-content-publisher,900,60,3.0,2,Editor-agnostic,2026-03-26 8:17am GMT,5.0,6.9.4,https://getautoseo.com,,,https://wordpress.org/plugins/getautoseo-ai-content-publisher/,0,0,,,,,"AI, articles, automation, content, seo"
345,WP Mailgun SMTP,wp-mailgun-smtp,900,20,1.0,1,Editor-agnostic,2018-08-21 12:54pm GMT,3.0.1,4.9.29,,,,https://wordpress.org/plugins/wp-mailgun-smtp/,1,1,,,2025-08-21,,"mailgun protocol, mailgun smtp, smtp, wp mailgun smtp"
346,2C2P Redirect API for WooCommerce,2c2p-redirect-api-for-woocommerce,900,40,2.0,1,Editor-agnostic,2018-06-04 9:41am GMT,2.6.0,4.8.28,,,,https://wordpress.org/plugins/2c2p-redirect-api-for-woocommerce/,0,0,,,,,"2c2p, e-commerce, ecommerce, woocommerce, wordpress ecommerce"
347,CSV Import and Exporter,csv-import-and-exporter,900,60,3.0,2,Editor-agnostic,2025-06-26 5:29am GMT,3.0,6.8.5,,,,https://wordpress.org/plugins/csv-import-and-exporter/,0,0,,,,,"csv, custom post, export, extract, import"
348,Keywords to Links Converter,links-auto-replacer,900,60,3.0,10,Editor-agnostic,2024-10-19 10:19am GMT,3.0.1,6.6.5,https://wpruby.com/plugin/affiliate-butler-pro/,,,https://wordpress.org/plugins/links-auto-replacer/,0,0,,,,,"affiliate, automation, keywords, links, marketing"
349,Freshdesk (official),freshdesk-support,900,50,2.5,8,Editor-agnostic,2024-07-01 6:21am GMT,3.4,6.4.8,,,,https://wordpress.org/plugins/freshdesk-support/,3,0,6.3,Medium,2024-04-15,CWE-601,"contact form, customer support software, freshdesk, helpdesk, knowledge base"
350,DirectoryPress – Business Directory And Classified Ad Listing,directorypress,900,60,3.0,2,Editor-agnostic,2026-03-04 10:13pm GMT,6.0,6.9.4,https://designinvento.net/downloads/directorypress-wordpress-directory-plugin/,,,https://wordpress.org/plugins/directorypress/,9,4,8.5,High,2026-02-19,CWE-352; CWE-434; CWE-79; CWE-862; CWE-89,"business directory, car dealer, classified, directories, directory listing"
351,Seriously Simple Transcripts,seriously-simple-transcripts,900,60,3.0,1,Editor-agnostic,2024-11-26 8:11pm GMT,4.4,6.7.5,https://wordpress.org/plugins/seriously-simple-transcripts,,,https://wordpress.org/plugins/seriously-simple-transcripts/,0,0,,,,,"podcast, podcasting, seriously simple podcasting, ssp, transcripts"
352,Substack Importer,substack-importer,900,40,2.0,3,Editor-agnostic,2024-10-23 7:00am GMT,5.2,6.7.5,https://github.com/Automattic/substack-importer,https://github.com/Automattic/substack-importer,official,https://wordpress.org/plugins/substack-importer/,0,0,,,,,"importer, substack"
